order_id,order_date,shipped_date,username,email,phone_number,place,country,postal_code,product,product_category,product_price,quantity,total_amount,payment_method,payment_status,shipping_provider,order_status,delivery_address,tracking_number
6157,2024-07-16,2024-11-22,orozcomarc,ryan07@example.com,(538)829-8239x362,Johnville,Montserrat,15205,Shoes,Fashion,839.83,5,4199.15,Cash on Delivery,Unpaid,USPS,Delivered,"14472 Dana Branch, Timothymouth, MA 49969",e95e88db-090b-4f21-b12d-2030fc6d4b57
6158,2024-02-02,2025-03-01,perry90,srosario@example.org,001-556-868-3227x8109,New Brenda,Congo,34980,Book,Education,483.19,2,966.38,Cash on Delivery,Unpaid,USPS,Pending,"59850 Ruben Street, Tarashire, OH 41029",f0921a57-39ab-455e-8cff-cce71407d96f
6159,2023-10-19,2025-07-19,heathermcdaniel,stevensonapril@example.net,990.672.3063x1638,Frederickchester,Burundi,34323,Shoes,Fashion,285.05,4,1140.2,PayPal,Unpaid,UPS,Shipped,"8192 Young Alley, Maryland, WI 61982",bdc3fec7-83c0-4d1c-9b26-07662cd8fca1
6160,2025-06-20,2025-07-09,browningalicia,aarontorres@example.net,+1-967-290-4400x59736,Robertstad,Svalbard & Jan Mayen Islands,15795,Water Bottle,Accessories,838.16,4,3352.64,Cash on Delivery,Paid,DHL,Cancelled,"634 Fox Corner Suite 911, Langchester, MO 76012",5ab26bd3-1b73-4b8c-aafd-1a62b303d676
6161,2025-07-23,2025-07-29,qmalone,vmiller@example.com,(414)927-9999x54133,East Henry,Liechtenstein,58165,Coffee Maker,Home Appliance,221.84,2,443.68,Debit Card,Paid,UPS,Pending,"PSC 1219, Box 3175, APO AE 60809",91f55b54-71c2-4d00-9a51-757ee88df05d
6162,2024-12-08,2025-08-17,nolandiana,thomasgarcia@example.org,+1-429-610-5431x65739,Christophershire,Austria,37170,Desk Lamp,Home Appliance,138.73,3,416.19,PayPal,Paid,DHL,Cancelled,"872 Patricia Overpass, Matthewbury, AL 98007",7e9616cb-358d-4a06-83ed-2af570f98fc6
6163,2024-11-28,2025-06-22,nicholsonjoshua,sullivanjeffrey@example.org,6105523160,West David,Azerbaijan,37381,Book,Education,392.15,3,1176.45,Credit Card,Unpaid,UPS,Cancelled,"518 French Vista, Josephfurt, MN 24065",4793df72-65b6-4ddd-8526-8c44149707f5
6164,2025-07-16,2025-08-25,phillipsbrandi,santiagomichael@example.org,392.816.7030x63393,Russellview,Zambia,39805,Coffee Maker,Home Appliance,15.47,2,30.94,Cash on Delivery,Unpaid,DHL,Shipped,"859 Thomas Glens Apt. 043, South Andres, CA 47318",86825533-d20c-4e53-b8b4-ef6b3f888869
6165,2023-12-28,2024-03-26,stephanie32,brooke32@example.net,(826)663-1656x5184,Nicolasburgh,Christmas Island,08877,Book,Education,588.19,5,2940.95,Credit Card,Unpaid,UPS,Pending,"08529 Molly Ranch Apt. 635, West Patriciafurt, TN 25466",025c6e5b-b1c6-43a6-b255-197e30bb7e89
6166,2024-06-18,2025-06-24,joshua29,stevengonzalez@example.com,880-830-5013x767,Ewingland,New Caledonia,97572,Backpack,Accessories,940.88,4,3763.52,Credit Card,Unpaid,FedEx,Cancelled,"Unit 7375 Box 7734, DPO AP 57819",b35fdca4-1caf-46d8-9eac-0feb88c908f1
6167,2023-09-17,2025-08-25,kevingardner,michael49@example.org,001-897-687-7536,Jenkinsfort,Uzbekistan,98085,Water Bottle,Accessories,781.98,5,3909.9,Cash on Delivery,Unpaid,FedEx,Cancelled,"Unit 8692 Box 4968, DPO AA 17473",1db15c52-eb52-451a-b999-f97b8dbf0769
6168,2025-03-10,2025-06-28,dawnmiller,norrishenry@example.org,(961)232-3815x52171,Michellechester,Canada,68028,Headphones,Electronics,629.0,3,1887.0,Cash on Delivery,Paid,USPS,Pending,"PSC 8388, Box 0047, APO AA 74912",abceb567-39e2-4065-acae-31439c1827c2
6169,2025-06-14,2025-07-31,xblackburn,figueroadavid@example.com,+1-991-490-2494x7500,East Sharonberg,Madagascar,60638,Coffee Maker,Home Appliance,307.48,3,922.44,Cash on Delivery,Unpaid,UPS,Delivered,"1911 Carroll Inlet Suite 113, West Darrylborough, MD 19375",1e673696-c780-435e-81c7-5b854da233ef
6170,2024-02-01,2025-03-09,louis95,karen91@example.net,001-796-766-9778x13719,New Robert,Estonia,19775,Watch,Fashion,399.05,4,1596.2,Debit Card,Unpaid,DHL,Pending,"264 Samuel Corners, Arnoldberg, UT 24652",4b3662ba-90ed-44e0-bc07-6461f0bfe1ab
6171,2024-03-31,2025-08-10,toddsmith,vhayes@example.org,3606502975,Port Jessica,Israel,77248,Laptop,Electronics,311.99,5,1559.95,Debit Card,Paid,DHL,Delivered,"69928 Allison Vista, Lake Paulton, FL 61197",5279f99d-b51f-405b-9e27-f1331cfa94d2
6172,2025-02-25,2025-08-11,adamscraig,austinyoung@example.com,219.579.8426x4979,Jamesstad,Yemen,18578,Watch,Fashion,597.46,2,1194.92,Cash on Delivery,Paid,DHL,Pending,"05704 Mary Estates Apt. 242, Pamelaside, MA 92647",950d85dd-1b6a-4f68-a024-4e92b6400faf
6173,2025-08-30,2025-09-06,stevendowns,simscharles@example.com,+1-636-247-7238x10740,Port Markhaven,Haiti,90351,Shoes,Fashion,619.58,3,1858.74,Credit Card,Paid,UPS,Delivered,"7444 Williams Square, Christinamouth, MH 83311",a89ef3c3-aadd-4182-b5b2-a84344614cd9
6174,2025-07-21,2025-09-01,victor68,clee@example.com,(955)850-9537x1969,New Aaronside,Montserrat,42916,Shoes,Fashion,703.83,5,3519.15,Credit Card,Paid,UPS,Cancelled,"7125 Garza Squares Suite 366, North Tyler, MS 22480",8e34f8ac-d97b-4290-ad36-a515d55b1901
6175,2024-12-29,2025-05-05,keithhammond,ronaldhill@example.org,593-504-2772x8376,East Maria,Ghana,86931,Water Bottle,Accessories,428.55,4,1714.2,PayPal,Unpaid,DHL,Delivered,"40962 George Squares, Payneburgh, GU 98727",d8da216a-7ead-4c18-bc84-f70925b32fdc
6176,2024-02-12,2024-08-28,anngonzalez,hwilson@example.com,+1-473-945-2584x99915,West Christopherhaven,Palestinian Territory,94118,Water Bottle,Accessories,333.25,2,666.5,Cash on Delivery,Unpaid,FedEx,Pending,"39591 Hernandez Isle Apt. 915, North Kyleshire, MA 15703",b4a060f2-d6e0-4b8a-b2fd-91ff802dab91
6177,2024-01-26,2025-07-10,kristy25,rushcaroline@example.org,(204)353-9400,Averychester,France,08495,Shoes,Fashion,723.28,2,1446.56,PayPal,Unpaid,FedEx,Shipped,"4643 Harrington Overpass, Kathyburgh, WI 98921",31971c52-82de-4992-8ea4-65742055bba0
6178,2024-03-10,2024-03-14,rlopez,leenicole@example.com,(989)685-2721x11535,New Susan,Saint Lucia,02389,Water Bottle,Accessories,58.26,4,233.04,Credit Card,Unpaid,UPS,Shipped,"437 Tyler Walk, North Ryan, AK 40562",f9f6eb7e-1a80-4795-ac14-c6754dfb05ce
6179,2025-07-10,2025-08-22,swright,ewatson@example.net,481.779.2141x01473,East Bradley,Fiji,02516,Coffee Maker,Home Appliance,900.75,1,900.75,Credit Card,Paid,DHL,Shipped,"Unit 7021 Box 9581, DPO AA 60045",043158f4-2a99-4716-92ae-0d432554fb2e
6180,2023-11-08,2025-03-13,gilmorematthew,brandon65@example.net,478-639-9831x3812,East Jonhaven,Falkland Islands (Malvinas),06929,Desk Lamp,Home Appliance,305.9,5,1529.5,Cash on Delivery,Paid,UPS,Cancelled,"71617 Lane Trail Apt. 183, Myersborough, VA 30507",de0a30c1-47bf-4e7c-9005-95f07292ecd4
6181,2023-12-17,2025-07-17,luis98,caitlin61@example.net,(842)626-1880,Port Samanthaton,Jordan,64342,Book,Education,81.59,4,326.36,Cash on Delivery,Unpaid,USPS,Pending,"497 Michael Fords Apt. 251, Port Christine, MN 79830",f829cb88-0724-4366-8886-ffdefe471d8d
6182,2025-02-26,2025-06-28,campbelljohn,christinemeyer@example.com,566.572.4418x33703,Tuckerside,Belgium,14729,Smartphone,Electronics,28.75,5,143.75,Cash on Delivery,Paid,FedEx,Pending,"55325 Osborne Coves, Robertshire, ND 53917",22bd4bcb-3123-487b-8eca-935f4dabb496
6183,2024-12-12,2025-06-19,vbenjamin,carl84@example.org,(281)587-5085x0631,Brianfort,Argentina,62895,Water Bottle,Accessories,143.89,2,287.78,PayPal,Unpaid,FedEx,Pending,"6836 Preston Crest Suite 089, Raymondmouth, WI 27480",a8548590-cbc8-4cc8-9905-33fbeb986769
6184,2025-08-17,2025-09-05,stevensmaria,vhill@example.net,384.875.5031x60593,East Kathy,Suriname,51585,Watch,Fashion,463.5,3,1390.5,PayPal,Paid,FedEx,Delivered,"264 Lisa Locks Suite 920, East Suzanne, VT 19252",3be5afe2-8b25-4f1c-8f8e-08716952ae36
6185,2025-03-12,2025-03-22,kbaldwin,pamelafoster@example.org,459.980.6744,West Nicolehaven,British Virgin Islands,73367,Watch,Fashion,294.3,4,1177.2,PayPal,Unpaid,DHL,Cancelled,"7338 Mcguire Course, West Brandiland, DE 76025",1c645838-106c-4648-9ed4-395b15661171
6186,2025-07-25,2025-07-30,youngsandra,mark00@example.org,2138226716,East Andrea,Singapore,52094,Coffee Maker,Home Appliance,244.28,4,977.12,Credit Card,Paid,FedEx,Pending,"802 Shaw Fields Apt. 125, East Frank, KY 99111",e53b313e-515d-4ddc-9fd8-6b1b4646245f
6187,2025-06-20,2025-07-24,simpsonrachael,shanethompson@example.org,(607)985-6212x80153,North Julieside,Svalbard & Jan Mayen Islands,08161,Coffee Maker,Home Appliance,793.77,4,3175.08,Cash on Delivery,Paid,USPS,Cancelled,"USNV Cook, FPO AA 07212",10171766-e1f4-4d83-a179-5eee99e73407
6188,2024-12-19,2025-04-18,simmonskatherine,derekrodriguez@example.org,218-426-9074,Davidbury,Thailand,09634,Book,Education,119.0,1,119.0,Debit Card,Paid,FedEx,Cancelled,"Unit 0857 Box 2891, DPO AP 32678",e73c406b-d770-4a88-b8c0-c1eb045ed4fd
6189,2025-06-09,2025-07-16,jessica51,michael71@example.com,+1-422-429-1827,North Feliciafort,New Caledonia,88095,Smartphone,Electronics,181.01,1,181.01,PayPal,Unpaid,USPS,Pending,"318 Booth View Apt. 691, Lake Stephanieburgh, PR 42198",9aa62b7c-8e1d-4aa4-9d94-6e221b6a20d4
6190,2023-12-20,2024-12-19,ccarey,stephen24@example.com,001-874-252-8817x062,Owenstown,Svalbard & Jan Mayen Islands,15132,Book,Education,436.95,4,1747.8,PayPal,Unpaid,UPS,Shipped,"7860 Williams Ports Suite 992, Cunninghamland, AK 68385",1a44967d-e7d0-4056-8e0a-d93e92d22720
6191,2024-06-19,2024-08-29,owilliams,rwest@example.net,001-958-309-1058x8589,Amandaville,Slovakia (Slovak Republic),49896,Water Bottle,Accessories,636.93,5,3184.65,Cash on Delivery,Unpaid,DHL,Cancelled,"USCGC Garcia, FPO AE 70705",e5b05194-32a7-4c7d-af92-900c3f63c741
6192,2025-05-24,2025-06-24,olsontimothy,tanyahull@example.net,8242464593,West Derekville,Grenada,51000,Shoes,Fashion,131.28,5,656.4,PayPal,Paid,UPS,Delivered,"4086 Stephanie Station Suite 524, East Sarah, NJ 37753",b3e2528a-4e4c-4414-8c82-16207571630f
6193,2023-10-14,2025-02-13,nathanielanderson,katherinerowe@example.com,+1-455-306-8978x3122,Port Vanessastad,Peru,19212,Headphones,Electronics,548.28,3,1644.84,Credit Card,Unpaid,UPS,Delivered,"13804 Jamie Street, South Marcia, CT 71925",2b4b3085-3768-43ee-acb9-7a562d6910d4
6194,2024-10-30,2025-06-29,cookjoshua,austinreese@example.com,631.627.8341,Baileymouth,Vanuatu,60467,Water Bottle,Accessories,244.39,5,1221.95,Debit Card,Paid,UPS,Cancelled,"014 Thompson Corner Suite 985, Garciachester, ID 83206",8b1da877-bd23-4cf1-9155-a23a576eaeeb
6195,2023-10-12,2025-09-05,adrian33,radams@example.com,516-941-4747x2085,New Misty,Mali,03178,Coffee Maker,Home Appliance,405.74,5,2028.7,Debit Card,Paid,DHL,Delivered,"7929 Melissa Fields, Larryborough, GU 77131",b0b081af-f383-4011-b858-cc4d87298729
6196,2025-06-09,2025-06-26,xfletcher,aramirez@example.net,202-658-9173x56878,Jonesmouth,Chad,80867,Water Bottle,Accessories,614.77,5,3073.85,PayPal,Unpaid,USPS,Shipped,"7072 Wallace Expressway, Jamesland, AZ 53251",4cfa29e9-1a23-4a3a-98fb-9cf2c01161cd
6197,2024-10-01,2024-12-28,arnoldjames,marthasmith@example.com,001-697-204-8542x1092,Smithville,Wallis and Futuna,03630,Backpack,Accessories,392.63,4,1570.52,PayPal,Unpaid,UPS,Shipped,"495 Thomas Roads, South Elizabeth, WI 46922",a2a14f77-bb06-46d8-815f-7106e96f36d9
6198,2024-07-14,2024-09-29,schmidtvictor,baldwinmichael@example.net,782.530.5678,Deborahview,Canada,78700,Desk Lamp,Home Appliance,469.99,2,939.98,Credit Card,Unpaid,UPS,Shipped,"97902 Mitchell Road, South Jenniferton, WI 80268",34f96f97-618c-41a7-9944-a95836ef774f
6199,2024-07-15,2024-11-23,hernandezlaurie,debra20@example.com,338.246.9694,Jackhaven,Brunei Darussalam,57586,Laptop,Electronics,731.26,3,2193.78,Debit Card,Unpaid,USPS,Pending,"037 Schwartz Stream Apt. 521, New Kimberly, OK 47977",cabcc9a1-4479-48de-a39b-ec249b66ee01
6200,2025-09-03,2025-09-07,maryflores,rachelorozco@example.com,8399850515,Crystalberg,Nicaragua,07841,Smartphone,Electronics,921.71,4,3686.84,PayPal,Paid,USPS,Cancelled,"6381 Caleb Passage Suite 681, Port Valerie, FM 46347",1ffa92ce-3234-4fd1-9976-d0d8ce60948a
6201,2024-08-12,2024-08-31,saraburgess,ncollins@example.org,(343)277-4137x280,West Sarahstad,Pitcairn Islands,63411,Headphones,Electronics,905.16,2,1810.32,Cash on Delivery,Unpaid,FedEx,Shipped,"71862 Frazier Squares, Flemingview, OR 15542",a90b7dc4-606f-4159-b907-7e973c65cedf
6202,2023-10-31,2024-09-11,longbenjamin,tramos@example.org,292-973-3879x0250,Bryantfort,Mongolia,83028,Water Bottle,Accessories,959.22,5,4796.1,PayPal,Unpaid,UPS,Delivered,"129 Gutierrez Spur Suite 952, Davidside, MO 05130",588fb9b1-06a9-4474-99d8-e97efcc71963
6203,2025-04-27,2025-07-10,smithrichard,ramosantonio@example.org,432.284.4509,Port Frances,Denmark,26180,Water Bottle,Accessories,886.56,1,886.56,Debit Card,Unpaid,DHL,Pending,"3245 Phillip Extension, Elizabethbury, OK 35556",a8957b93-c44b-48b3-8eb9-f708e6f3af60
6204,2024-08-12,2025-07-30,daniel13,emily21@example.com,(327)916-6360,Christophershire,Northern Mariana Islands,07302,Water Bottle,Accessories,313.82,5,1569.1,Credit Card,Paid,USPS,Cancelled,"1067 Timothy Forge Apt. 074, West Robertstad, NE 71608",88bc9385-9b28-45c5-b390-0a3b0a0d9ce2
6205,2025-02-11,2025-04-10,terryalbert,ronald65@example.org,001-447-390-9597x7846,Townsendborough,Czech Republic,09593,Desk Lamp,Home Appliance,89.67,5,448.35,PayPal,Paid,UPS,Shipped,"8085 Erik Lakes, Pattersonview, SD 46822",492f5669-6b48-47ab-a1e5-93a2b941e2db
6206,2024-10-21,2025-02-12,joshua48,swilson@example.net,607-305-6175x35351,New Ruth,Saint Barthelemy,52309,Headphones,Electronics,373.1,4,1492.4,Cash on Delivery,Paid,DHL,Cancelled,"013 Clark Stravenue, Rebeccaburgh, AR 94006",f629e6fe-5232-4cbe-a6ff-14cc4c679005
6207,2024-03-26,2025-04-01,sarapowell,okim@example.org,(879)806-9697x078,Camposshire,Sweden,33076,Watch,Fashion,665.34,4,2661.36,Credit Card,Unpaid,USPS,Pending,"USS French, FPO AE 70474",6ad0bb01-09de-431e-9c1b-7c10af986eb4
6208,2025-07-04,2025-07-10,donnawhite,toddjones@example.org,(676)685-7420,Lake Christopherburgh,Myanmar,84547,Smartphone,Electronics,30.33,4,121.32,Credit Card,Paid,UPS,Cancelled,"58954 Luis Mountain, Farmerland, OK 32652",ef550645-2393-4fa3-89b0-7193cca67e48
6209,2024-04-07,2024-10-05,baxterteresa,josephnelson@example.net,914-754-8682x297,North Johnview,Cote d'Ivoire,79734,Desk Lamp,Home Appliance,178.95,3,536.85,PayPal,Unpaid,USPS,Delivered,"864 Anthony Fort Suite 682, Port Danielle, MA 56029",ef6f8fca-d8f8-40cd-b499-32c661aea425
6210,2025-04-13,2025-09-06,wellskara,qmitchell@example.org,764-224-0370x9770,Brownbury,Northern Mariana Islands,42945,Watch,Fashion,478.25,4,1913.0,Credit Card,Unpaid,FedEx,Shipped,"80473 Katherine Hill, Port Michaelton, VI 46993",b455bc2a-b0c8-4f02-885c-11492ed89671
6211,2024-08-26,2025-04-18,rday,joseph07@example.net,+1-531-838-7093x3083,Johnstonton,Belize,94845,Backpack,Accessories,429.52,3,1288.56,Debit Card,Unpaid,UPS,Cancelled,"65720 John Junctions, Nelsonberg, SC 73191",fee8cb77-6978-462d-997a-5a720883fccd
6212,2025-01-20,2025-09-03,mark90,alvaradokevin@example.net,724-871-9114x30133,South Stephanie,Papua New Guinea,50638,Book,Education,473.79,3,1421.37,PayPal,Unpaid,UPS,Pending,"31290 Daniel Loop Suite 592, Port Jenniferhaven, CO 44137",9ba64054-81e6-4c4b-8520-c25252fdf6c9
6213,2025-04-01,2025-06-22,shanepeterson,lindsey96@example.org,555-663-7117x019,New Brian,Fiji,36903,Laptop,Electronics,231.54,1,231.54,PayPal,Paid,FedEx,Shipped,"5902 Webster Circle, New Ann, AL 36222",196816b5-ab29-43ff-8871-cb055fb3af4b
6214,2024-01-19,2024-04-06,brian10,mjones@example.com,488-405-6990x27172,West Seanville,Uruguay,41161,Watch,Fashion,550.4,5,2752.0,Credit Card,Unpaid,DHL,Pending,"415 Barnett Fork Suite 533, Lindsayville, MI 76788",28e64fdf-4b5c-4b0b-b239-10c8396aa4a8
6215,2025-04-19,2025-05-16,henrygarcia,emily49@example.org,3155508457,North Stevenland,Honduras,29623,Backpack,Accessories,326.0,5,1630.0,PayPal,Unpaid,FedEx,Pending,"786 Allen Prairie, Michaelview, OR 62318",e82b451f-9f86-4886-9f39-1fa47c2cb98d
6216,2025-03-02,2025-06-11,jimmymitchell,ryan43@example.org,838.455.3651x2735,Port Timothymouth,Luxembourg,53059,Desk Lamp,Home Appliance,676.88,3,2030.64,PayPal,Unpaid,UPS,Pending,"119 Guerrero Forest, Goodwinhaven, MN 16786",74ed56ee-ef65-4465-89fd-46324a2a443e
6217,2025-04-18,2025-05-26,bradleywilson,ladams@example.com,725-348-7240x0316,Josephchester,Congo,35360,Laptop,Electronics,413.21,4,1652.84,Cash on Delivery,Unpaid,DHL,Cancelled,"808 Bryan Corner, Kevinview, NM 95274",1c726cbe-fa55-4d96-ac95-3c3e22665049
6218,2024-09-18,2025-09-08,qstrickland,thomas41@example.com,728.919.3289x4307,Lake Kelly,Italy,64398,Headphones,Electronics,83.5,1,83.5,PayPal,Unpaid,FedEx,Cancelled,"92680 Olson Row Suite 723, Carlosborough, CO 92908",947b26c7-b87b-469f-b275-8d89b8b57af2
6219,2023-12-04,2024-03-13,jwise,sschultz@example.com,001-637-380-2395x8523,Garzafort,Poland,66641,Book,Education,236.42,5,1182.1,PayPal,Unpaid,DHL,Delivered,"44176 Chase Ridge, Lake Gina, PW 74853",8e0c55d8-67b3-4a84-9cf5-96c04b44139b
6220,2024-08-16,2025-04-18,qbeck,william83@example.com,9519333311,New Diane,Turkmenistan,28630,Laptop,Electronics,920.43,3,2761.29,Debit Card,Paid,FedEx,Cancelled,"8402 Robin Route, West Lisaland, NY 67989",07b00609-1dd1-4440-87ab-c7ad76b87bc0
6221,2025-08-01,2025-08-31,qfoley,cjohnson@example.com,438-708-0002,South Ashleymouth,Dominica,65658,Coffee Maker,Home Appliance,150.47,3,451.41,Cash on Delivery,Paid,USPS,Pending,"94115 Jackson Extension Apt. 205, Josephchester, IA 43335",2ced97e6-6fc0-4ea8-863c-094aa505a0db
6222,2025-05-21,2025-08-01,cmoss,salastanner@example.net,(557)965-2296,Kingview,Canada,63026,Shoes,Fashion,623.06,5,3115.3,Credit Card,Paid,FedEx,Cancelled,"4284 Wood Isle, Lawrencemouth, AK 02269",33a716af-1532-4147-a18e-8615a1278f36
6223,2024-07-04,2024-10-10,kristie67,megan28@example.com,751-333-8701,Port Patrickborough,Angola,13457,Watch,Fashion,580.25,2,1160.5,Debit Card,Paid,FedEx,Shipped,"568 Clayton Points Suite 056, Lawrenceland, TN 58755",6e436a47-1ea5-46fb-a9ad-f9d58fd128c9
6224,2025-06-18,2025-09-09,stephaniedavis,zcoleman@example.net,+1-273-801-1024x9707,North Stephanie,Bouvet Island (Bouvetoya),41063,Smartphone,Electronics,595.32,2,1190.64,Cash on Delivery,Unpaid,FedEx,Delivered,"0965 Ramirez Mountain Suite 584, South Rebecca, DE 52883",27810edd-079d-4aed-b81e-3739abbe5c22
6225,2025-07-06,2025-08-29,xhorne,william71@example.net,(613)656-2357,North Alexanderland,Monaco,85154,Book,Education,965.85,2,1931.7,Cash on Delivery,Unpaid,UPS,Pending,"752 King Freeway Apt. 018, South Allison, GA 25511",a281b3c5-bb39-4299-a0a7-e160209eed37
6226,2025-01-07,2025-09-03,mcphersonjuan,johnsonamber@example.com,(866)373-4784x9044,New Susan,Moldova,91232,Desk Lamp,Home Appliance,799.47,3,2398.41,PayPal,Unpaid,FedEx,Shipped,"312 Miles Roads, Howardton, OH 54104",f7eb6513-ee9f-495e-bc83-6e96d1b5295a
6227,2025-02-06,2025-03-20,rachelmedina,pamelajones@example.net,218.445.1664,West Austinhaven,Sao Tome and Principe,04811,Shoes,Fashion,897.46,1,897.46,PayPal,Unpaid,DHL,Pending,"5258 Jones Junction, East Chelsea, MI 47164",7090bf97-b4d8-48af-956c-b5aff83a1ec2
6228,2024-05-05,2025-01-18,cathy82,mcguirepaige@example.com,430.716.3133x73751,North Amanda,Lesotho,24367,Shoes,Fashion,688.33,1,688.33,Debit Card,Unpaid,FedEx,Shipped,"571 Raymond Lodge Suite 200, North Kathrynstad, MH 30631",bd216044-77f5-48c8-81f9-cb674690443a
6229,2025-09-04,2025-09-09,marcussutton,greenhannah@example.com,6395422847,North Jenniferstad,Aruba,21340,Headphones,Electronics,697.55,5,3487.75,Debit Card,Unpaid,FedEx,Delivered,"3073 Donna Ranch Suite 495, New Caroline, MO 94787",de4d771b-28ea-4554-b670-65769276d427
6230,2024-06-08,2024-12-01,david61,robert39@example.org,001-212-563-3985x88683,Amandatown,Bolivia,34401,Book,Education,233.9,3,701.7,Debit Card,Paid,FedEx,Pending,"855 Harper Mount Apt. 931, West Timothy, TN 96337",25010c89-ad97-4437-b719-ff768281a9ad
6231,2024-11-21,2025-07-02,heather37,charles78@example.com,001-341-541-6271x13546,South Susan,Brazil,23417,Backpack,Accessories,999.12,5,4995.6,Credit Card,Paid,USPS,Pending,"1100 Shaw Ville Suite 509, New Gabrielle, IN 65176",6b5ea6bf-b969-41c0-affa-388f32a5cd96
6232,2024-04-27,2025-07-21,barbara20,ahanson@example.net,(567)292-0640,New Monicamouth,Northern Mariana Islands,07991,Coffee Maker,Home Appliance,850.76,3,2552.28,PayPal,Paid,USPS,Delivered,"065 Fuentes Squares Apt. 026, Kristimouth, MN 88034",a6973531-d616-4505-8aad-bbec00e08e26
6233,2025-08-05,2025-08-28,fwright,james28@example.org,447-333-9448x1606,Maloneburgh,Nepal,84896,Water Bottle,Accessories,607.18,2,1214.36,PayPal,Paid,FedEx,Cancelled,"94400 Flores Track Suite 347, Rodriguezmouth, CT 64842",db061dcb-d59c-45f0-a4ce-3e96603d6247
6234,2024-05-14,2025-02-24,xgray,ihall@example.net,557.672.5227x3181,New Jenniferbury,Argentina,61724,Desk Lamp,Home Appliance,777.64,2,1555.28,Debit Card,Paid,USPS,Cancelled,"41915 Brian Throughway Suite 655, North Johnport, TX 47560",7b6cafc6-cbe2-4975-a37d-26ea48aa2906
6235,2024-12-22,2025-07-18,tiffanyboyd,nathan13@example.org,001-373-515-2418,Meganport,Cameroon,06268,Book,Education,312.58,3,937.74,Credit Card,Unpaid,USPS,Shipped,"20060 Brandon Heights Suite 401, Michaelbury, NH 34022",a617e640-154a-48d8-b6bd-4d9c3a4b0dc0
6236,2025-03-07,2025-04-06,ruiztimothy,kimberlywilliams@example.net,(893)621-2421,Williamsmouth,Sri Lanka,87981,Book,Education,601.02,2,1202.04,Cash on Delivery,Paid,DHL,Shipped,"3825 Justin Trace, Port Joshuamouth, FM 08219",b24fd894-7870-462a-981f-9ef78bdae9fa
6237,2024-07-30,2025-03-04,cartertonya,davidbrown@example.org,(333)275-4729x14026,West Williamton,Cote d'Ivoire,64858,Smartphone,Electronics,350.16,2,700.32,Cash on Delivery,Unpaid,UPS,Pending,"6466 Laura Falls, Lisashire, OR 48568",8990d57f-961e-488e-b231-8483b0a2708e
6238,2025-06-20,2025-08-03,whitney54,kimberlyperkins@example.org,878-433-4271,New Lauraside,Cayman Islands,57271,Water Bottle,Accessories,336.99,5,1684.95,Debit Card,Unpaid,USPS,Shipped,"9920 Andrew Harbor Apt. 834, South Jeffrey, PR 22008",566bf6ff-1891-48c3-ab88-d637cc789619
6239,2024-11-03,2025-09-01,lawrence34,christopher75@example.com,276.626.9653,Hannahmouth,Saint Barthelemy,05280,Headphones,Electronics,701.5,5,3507.5,Debit Card,Unpaid,FedEx,Pending,"61613 Jesse Burg, Mariomouth, SD 45794",f06c1675-367e-44fb-94cd-a812ae0997bb
6240,2025-03-17,2025-06-14,davisjordan,qgraham@example.net,(287)387-0180x3786,Port Heatherside,Haiti,45189,Watch,Fashion,402.26,4,1609.04,PayPal,Paid,FedEx,Shipped,"89424 Angela Ways, Olsonport, OK 84788",631b1ec5-7da3-4039-96f5-8174a33bdb54
6241,2024-10-26,2024-12-10,jennifermccoy,brownmichelle@example.org,001-211-474-0756x52021,Williamtown,Cote d'Ivoire,35594,Book,Education,430.97,1,430.97,Credit Card,Unpaid,DHL,Delivered,"901 Cox Lodge Apt. 317, Davidfort, WA 13570",ca97762a-2ab6-4cde-9b5f-0ae68fd57b1f
6242,2025-05-10,2025-07-02,jeffrey27,travismorris@example.org,675.696.2160x13562,Dawnchester,China,86511,Headphones,Electronics,583.8,5,2919.0,Debit Card,Unpaid,USPS,Pending,"45809 Shaun Drive Suite 428, Markland, FL 75521",f358a27c-8863-4ab0-94d3-28895798c4ec
6243,2025-01-06,2025-08-17,robin39,christinaknight@example.com,001-447-781-2757x434,Marvinshire,Peru,18661,Smartphone,Electronics,657.15,2,1314.3,PayPal,Unpaid,UPS,Cancelled,"946 Rodriguez Throughway Suite 123, Lake Lori, MS 03336",1d5afac0-2752-4891-9940-23b442b22621
6244,2024-09-12,2024-12-22,dmeyer,barbara79@example.org,001-288-983-1723x1796,Williston,Belarus,23737,Coffee Maker,Home Appliance,355.55,2,711.1,Credit Card,Unpaid,DHL,Cancelled,"71855 Baker Landing Suite 482, New Victoriahaven, AL 41246",237c3bcd-4e28-441e-a2c6-f03c3a854827
6245,2024-03-02,2024-10-09,todd70,rachel42@example.org,+1-752-424-3142x0132,Moranshire,Argentina,20429,Shoes,Fashion,341.55,1,341.55,PayPal,Unpaid,DHL,Pending,"212 Gutierrez Summit Suite 921, New Sheila, VT 99349",06d2ad0b-730c-4f3d-9d00-41a6192b7485
6246,2024-11-27,2025-01-15,colinyang,cantrellcarrie@example.com,(352)977-9804x63123,New Richard,Uganda,82806,Smartphone,Electronics,299.63,2,599.26,Credit Card,Unpaid,USPS,Cancelled,"0843 Nancy Garden Suite 767, East Debra, VI 01182",b41f78f6-c0e2-4ec4-9b2d-ebdd54b35efc
